text,label
tapi guna,positive
kirim kene admin,positive
pastisaya guna,positive
susai pakai konfir salah kirim tidak respon,negative
mantapsangat mudah transaksi,positive
kesini buka membantu menyusahkan transaksi kasih konpensasi enggak pindah belah saja,negative
verifikasi lambat,positive
systemnya kacau isi ulang hasil saldo masuk tolong kembali saya,neutral
kenapa saldo tidak masuk masuk koneksi bagus tidak tapi kenapa saldo masuk mohon baik lagi minm,negative
tidak isi pulsa proses butuh,negative
bagus gampang enggak,negative
malam admin saya baca masuk saldo,neutral
mudah bawa dompet,positive
ngacokk saldo hasil tidak masuk menunggu kirim bukti transfer,negative
trnsaksi sukses tapi saldo masuk gimana tolong dong,positive
jujur saya ngeri kesini tidak untung tidak sampai juta,negative
mudah kalang bisa kemana jacukup handphonepunya terima kasih,positive
kasih ku atas ki barusan mbanking tulis hasil saldo potong akun saldo masuk coba tetap tidak masuk saldo nomer cek sudah akun mohon tindak lanjut,negative
eror gimana yabarusan akun rekening baca potong saldo tapi pas lihat saldo gax masuk tolong,positive
alhamdulillah mudah transaksi dan bantu ekonomi kelas menang bawah,positive
transaksi akun,positive
bayar transaksi pulsa listrik terang bayar hilang,negative
kembali akun jangan kecewa,negative
goblog,neutral
manggg eaaaa,neutral
transaksi proses terus tapi masuk,positive
kerja bagus arti sulit mudah majumajumajuuuu musuh terlihatttttttt,negative
baro masuk langsung,positive
latifah sbail,neutral
tadi siang sampai tidak,negative
akun dana beku tidak buka dalam saldo dana pulay,positive
saldo masuk akun padahal lapor kirim mandri sukses mana pergi saldo saldomasuk kontoolll anjenggggg saldo saya tidak masuk juga sampai sekarang anjinggg,negative
kak salah kirim rekening kembali tolong bantu,negative
kasih bintsng,positive
pilih keluh transaksi isi tidak proses kembali gagal transaksi jokowi tolong curi,negative
kayak taiiiii,negative
baca langsung masukkalo masuk cepat bintang langsung lambat bintang hubung selesai,positive
sabiaya kirim buka,positive
kesini uyeh,neutral
mlalui baca kenapa tidak masuk,negative
belum masuk lumayan gede,negative
lupa akun pas klik lupa malah hubung,negative
bagus uler beuhh pas handphone saya nokia jadul,negative
pikir sinyal ngeleg masuk nyuruh memasuki nomor ulang kode otp tidak bilang kasar tidak,negative
beda sekarang isi saldo baca kena potong,negative
soyo soyo ruwet tidak masuk akal tidak padaha transaksi sukses benary,negative
lu eror melulu saldo masuk masuk eror haduhh perbaikinlah eror,negative
buruk masuk sampai,negative
omg omg,neutral
kendala isi saldo mbca hasil saldo tambah buat ngegunain,positive
rangin suka ngelek lambat,positive
manfaat kalang,positive
tolong tolong kasih biaya alfamart,negative
mantap laaahh,positive
dibenerin,neutral
saldo masuk lapor kirim sukses,positive
hasil danatapi masuk rekening tuju tanggap,positive
aktivasi danapayleter,positive
baik kasih bintang,positive
memudahkankan transaksi,positive
saldo tambah terang baca transaksi sukses hubung jelas,positive
lalod,neutral
bantu mbanking mbanking hasil akun masuk kirim lapor pusat bantu email mohon bantu butuh uang,positive
suksessssssssssss teruuuuus,neutral
bayar potong google komfirmasi bagus,negative
bantu urus perftransferan mudah gunain juga juga suka membanyaki hhabis terima kasih sm,positive
kadang suka akun ok banget tampil mohon baharu biar fress,positive
mantapyayayaya,neutral
mudah nyaman transaksi sekarang nyaman proseslemot saldo masuktidak,negative
masalah isi ulang dan bayar nya lancar masih lancar tapi retas orang saldo hhabis pakai isi sudah logout pas sudah pakai padahal aman tapi masih pakai orang sandi gontaganti tapi tetap retas kalau keman akun sudah sekarang hatihati,negative
tidak sampai payah,negative
samasekali tidak tanggal sekarang tanggal belum,negative
saya hilang transfer masuk,negative
ampas kena admin,negative
isi ulang masuk masuk saldo,negative
wew,neutral
beli koin susah benerharus bisaparahsekarang ribet koin starmaker danaga kayak mudah,negative
buka tidak lenyap pucek,negative
gagal lanjur menarik bingung ambil uang,negative
danapinjam akun,neutral
mbanking masuk saldo,positive
fitur danapaylater muncul riwayat transaksi maksimal,positive
sangatt,neutral
masuk layan,neutral
biar bintangnilai,neutral
ok mantaf,positive
saldo sedot tahu saldo pakai sedot lumayan,positive
tidak jelastiap isi saldo masuk lamaharus lapor online menunggu kerjatadi isi saldo sampai sekarang tidak saldo nyakita lapor chatkata ajaapa,negative
susah banget transfer kenapa ya tolong baik,negative
pw benar salah beku tidak enak pakai enak,negative
sangat buruk ktppegang ktp sangat payaah ovo,negative
transaksi tidak hasil putar putar ambil,negative
kontolll tidak beli loh saldo ku kurang asuuuuuuuu,negative
bagus kirim mana cepat aman,neutral
install rekening beda tidak potong cicil mantap bayar tagih cicil mantap bintang,negative
menatap,neutral
saldo hilang tidak riwayat keluardari tinggal kemarin hilang akun padahal transaksi apapunudh jadi begini saldo hilang,negative
tidak qris tanyakan,negative
tolong isi ulang baca,negative
tolong kembaliin masuk,negative
layan bagus semenjak proses batal coba hubung langsung respon,negative
bagus kirim,neutral
emak semoga jaya bayar,positive
tolong dwonload korban isi saldo masuk hilang makan admin,negative
krim bukti transaksi wirayat transaksi lupa scernshotsaya kecewa dompet,positive
bantu dengan aplikasi,negative
kecewa banget kemarin kemarin lancar jaya rekening kadang masuk,positive
tidak tanggap,negative
jelek banget tangan gagal saldo masuk tidak apai saldo minggu tetap ggl akun admin seno malah solusi anak babi,negative
eror malas kasih,negative
kadang eror kirim tidak tangan lambat,negative
saldo tambah uang hilang mana,positive
bermanfaet,neutral
buka timbul internet putus tinggal kuat mohon cerah tks,negative
akun blokir biar buka,negative
saya beli pulsa saldo sedot pulsa kga masuk rugi banget,negative
pas buat akun tidak sistem sibuk mohon baik depan,negative
sudah eenggak dipakai sampah uninstall henti pakai diupdate vers baru lambat eenggak dipakai tailah,negative
sudah saya isi saya,negative
lupa installl ulang daftar installl daftar,negative
hidup mudah,positive
lambat loding nyaad apa nigak,negative
servicenya buat kesel keluh guna respon,negative
membantuh,neutral
puasss,neutral
alhamdulillah aman lancar semoga depan,positive
bantu lancar kerja,positive
aman pakai,neutral
saya tadi isi ulang bri bri hasil kga sudah keluarkan lobi sudah hapus unduh lagi spai sekarang kagaa kenapa begitu,negative
bagus untung,neutral
puas sekali,positive
terimakasih puas layan,positive
terimakasih kakak bagus menyimpan uwang aman,positive
haiiiiiiiiiiiii,neutral
isi saldo gagal isi saldo anehh bagaimana sih,negative
isi ulang saldo masuk akun beku tidak masuk,negative
lomayan,neutral
transaksi kirim sukses terima suksesnamun saldo tidak masuk rekening bagaimana lapor tanggal sampai enggak jelas apa telepon enggak jelas memang boros pulsa nelpon nomor kantor jujur kecewa banget layan jelek susah hubung proses tolong baik balikin saldo,negative
saldo masuk komplen manarespon tentu terima transfer potong perak jelek,negative
isi saldo kenapa hars biaya,negative
lupa ana tidak langsung kirim kode otp lupa muda sekarang,negative
tidak ku nyantol juta,negative
tidak pas bayar tidak masuk rugi saldo saya,negative
mudah urus bayar,positive
isi ulang dari bri sekarang masuk dari bri nya sukses tapi saldo bertamnah mhon perhati,negative
unduh coba masuknah kirim sandi angka,positive
senang guna,positive
apaansi daftar susah banget,negative
ok bos,positive
bagus kembang,positive
ampas mengurus tibatiba saldo hhabis periksa transaksi akun sayaakun saldo tibatiba hhabis akun hubung cs hubung respon juga,negative
isi pulsa tanggal masuk masuk komplen,negative
mantaf pokok pakai tidak ribet,negative
nya bagus sinyaal bagus bagus pas transaksi tidak tidak saya butuh sinyaal padahal bagus pas tidak,negative
rekening masuk,neutral
mudah bantu bayar,neutral
semenjak diupgrade lambat gagal bayar tagih saldo nyangkut tidak tarik,negative
juta rekening potong saldo masuk busuk cek ig tahukayak woi elit tangan sulit,negative
unduh akun berubah dari transaksi tidak bisa mana saldo masih tidak tangan serius rugi sekali,negative
aman buruk gampang bobol berbelitbelit servicenya bantu berbelitbelit,negative
kesini lemott,neutral
akun pakai tolong bantu,negative
susah masuk ketik kode kirim tidak aneh,negative
daftarr,neutral
transaksi kemana mudah,positive
suka lancar amanah mudah,positive
sabar banget pakai ngelagnya mashaallah banget,positive
menyaesal isi saldo danague lupa kode admin nya rusak inu,negative
bloon biasany lancar jengkelin,negative
bergunapratis,neutral
daftar kartu gagal daftar prioritas juga gagal ribet,negative
admin tolong baik sistem mengirim susah banget sinyal bagus tolong baik,negative
transfer nyasarentah mana proses,positive
bantu bayar ewallet terima kasih,neutral
handphone terosss,neutral
mantapgak ribet menerima transfer,negative
sudah isi saldo pagi tadi sampai belum saldo sayasdh coba laporin email cuman balas mohon sabar tunggu jelek,negative
pagi topupsaldonya sampai sekarang belumgimana lapor saldo belum masuktpi bukti dari brilink,negative
kesini tidak isi ulang saldo tidak sekarang potong kabar gratisdi sitiap transaksi isi ulangtidak jelass,negative
lupa persulitpadahal saldo tolong permudahbiasanya lupa cuman kirim kode verifikasi nomor terdaftarini sulit,negative
tingkat aman sangat sangat rendah hilang mudah,negative
bagus banget aplikasi,negative
suka debes,positive
bagustransaksi gampang,positive
saya buka handphone mau lagi kenapa mohon bantubuka terima kasih memang kartu tapi sesuaipakai skama,negative
mantap cepat masuk,positive
transaksi saldo hilang histori transaksi google cust hubungjawab mesin katanya protek ngubungin susah bisa beli google google saya transaksi ituaplikasi aman,negative
praktis banget,positive
transaksi tanggal sukses hasil saldo masuk tuju sekaramg sudha tanggal hitung menunggu lapor apaakah masuk tuju kecewa cs lambat nang,negative
tidak kirim saldo jaring,positive
layan ribet buruk transaksi memasukianggap salah bilang milik aman tidak transaksi aplikasi tidak kendala kecewa memperbaiki kerjabenar menyusahkan,negative
biaya admin,neutral
isi ulang masuk cuman shrusnya kasih biaya administrasi biar tidak kurang saldo,negative
kemarin ganggu aneh mhon baik suka potong,negative
nyaman pokok enak transfer,positive
tarik tunai alfamart kuthowinangun,positive
jengkel transaksi muncul kupon tegas meminta sistem ramah guna kembali kecewa,positive
aplikasi busuk burik udha masuk keburu butuh sudah menunggu tidak respon jelek nilep asu eek aplikasi awas masuk sosmed biar kena lu,negative
isi saldo saldo tidak komplinpun tidak,negative
seringgangguan hambat kirim,negative
manfaat bagus jadi duit,positive
apknya dukung pas daftar tidak memang konl,positive
semoga transfer,neutral
jos mantap,positive
sngat mmbantu,neutral
banget donglemot,neutral
pakai admin kalau transaksi,positive
qris kadang lapor kirim tidak masuk jadi,positive
kecewa kode otp tidak kirim menunggu semoga cepat dibenarin,negative
megelu kenap unduh ulang jarigan gu bagus begitu mohon baik,neutral
kelas gagal baca dari tanggal lapor menunggu sekarang tanggal itikad baik lapor emaillive chatwa respon butuh,negative
cuman akun paylater,neutral
suka lemot mereset respon,negative
pindah akun susah akun beku bantu pakai transaksi akun hilang pindah akun beku akun,negative
komplain cs dapat notifikasi cs pas buka transaksi apasih heran,positive
ewalet sampah,negative
limit naikin,neutral
alas ktp asli aju ktp asli serta dukung kakak kecewa banget asli aduh layan arah,positive
transfer tolong tambahkan,negative
transaksi mieenggakaku eenggakak masuk belum kembali eenggakak respon sekli dukung,positive
pakai saya hilang saya ambil teruspakai saya hilang terus suka lok terus isi saldo hilang,negative
admin simpan dengan waktutidak bisa tentu seperti nabung potong utuh sampai mohon jelas,negative
thr dah tahun pakai,negative
mudah transaksi terima kasih danatop josss,positive
fer,neutral
kecewa hilang pas cek beli tuju iklan aman cuman ovo gopay transaksi notifikasi benar benar kecewam,negative
kakak hapus kerna aju tolak,negative
bagus handphone saya mendownloadnya handphone saya burik,negative
semoga bermanpaat masyarakatpenguna apldana bantu mudah transaksi,positive
mntep,neutral
transfer berita hasil masuk respon tolong solusi,positive
akun bajakdan pemberitahuan,negative
kirim pagi sampai siang masuk masuk ngemail,neutral
saldo tambah livin mandiri,positive
seppp,neutral
puas mengunakan,positive
saldo tambah hapus uninstall saldo tambah hilang copet,positive
hpku lemot jdnya,negative
tidak masak mengirim tidak ngedelay wifi cepat dana tidak nyerap wifi,negative
memengirimi tapi gilir mengirim upgdre premiun dahulu hasil mah gagal heran,positive
ganti akun masalahmau email tetap lambat,positive
isi ulang rekening mandiri tambah hubung cs menunggu bayar angsur,negative
ngeri pakai gampang debol saldo byr angkring laku nol,negative
senang dengan aplikasi dengan mudah transper enggak ribet,negative
diupgrade gagal hasil tibatiba,negative
iya bagus,negative
rugi guna isi ulang saldo tambah komplain butuh bantu tanggap,negative
kesini servernya kacau buruk,negative
sudah bedadahulu sekarang tarik tunai malah bayar,negative
tolong nomor rekening terimasimpan lihat kalau indikasi tipu biar cepat laporterima kirim,negative
tolong mau jangan pakai admin,negative
sungguh kecewa sekarangmasak updute tidak terusalasannya foto muluterus jda tidak respon terisaplikasi,negative
lupa paa kasih kasih,neutral
saldo saldo menambah untung tipu saldo rek sudah saldo,positive
jelek kirim buka baik banyak promo tarik,positive
saya puas pakai,neutral
handphone tidak buka,negative
kenapa suka,positive
cuman bayar muncul,negative
danasaat jaring sibuk,neutral
mengunakan afli,neutral
buruk kalau foto ktp ktp,negative
tanggap suruh tapi tidak hubung centernya ana monoton tidak ubah jawab,negative
saldo tambah,positive
appk burik masak motifikasi nomer aku benar pakai ktp tolak sistem sibuk kalau sibuk appk pler trusan gwa pler nn,negative
kacau tidak bisa transaksi enak transaksi baik lagi,positive
bodong tidak puluh ku krem tidak pernah terkirimapk anjeng,negative
sedang unduh blk,neutral
saya kecewa pakai banget lemot transfer gaak kllik,negative
kenapa enggak isi ulang masuk kenapa begini ya,negative
sungguh,positive
nama wahyudin dari sampai sekarang bom masuk,negative
tidak tidak perintah ubah versi baru tetap tidak jam diamkan tetap begitu benar disalahin tidak,negative
enggak bagus kecewa,negative
mantap mhon tingkat lagi,positive
puas tapi kadang sistem sibuk jadi transaksi,positive
buruk masuk,negative
kaco nih isi ulang saldo saldo sudah bekurang tapi saldo masuk gila gila mana saya woi babi,negative
gagal buka aplilasi,negative
transfer transaksi hasil namu masuk atas lapor tanggap,positive
bri hasil transfer masuk korupsi mah mengaco benar,negative
memang benerbener sistem ampas banget tidak tidak progres desain lagilagi langgan capek,negative
kerja baikterimakasih,neutral
bisapas ganti handphone sinyal bagusmana menarik dhabisny,neutral
tololllll suruh masuk tilllollll,negative
buruk tidak mudah sulit gagal maleh pakai tidak mutu ngecewain,negative
kembali isi ulang terang hasil tapi tidak masuk saldo,negative
bisa masuk perak masuk padahal beli pampers anak,negative
muas terimakasih,positive
kontak cs,negative
biaya admin biaya admin jelek,negative
capek pakai curang pinjam transaksi hasil tidak kirim maksud cicil bayar itu kirim sudah bayarnyesel saya pakai buat kepala pusing mohon balikin cukk curang kerja,negative
tidak bisa verivikasi akun nomor otp tidak masuk masuk sibuk servernya sudah minggu coba coba tetap,negative
mbak tidak mudah handphonekecilkalau baru maka,negative
masalah masuk fitur games nyangkut iklan beli tolong baik,negative
bagus cepat aman jamin,negative
hasil saldo menambah sekarang begini jadi mohon maaf kasih bintang saya lagi uangx tapi masuk,neutral
sangan,negative
opo tidak,negative
bos transaksi hasil saldo saya tambah tolong bantu bosqu,positive
aman alam saldo hilang,positive
banget saldo hilang hasil pas saldo masuk mengadu ribet ken aduh,positive
percaya,positive
saldo potong kirim hasil saldo masuk terima,positive
kode otp tidak masuk tunggu tetap tidak pakai kode otp pakai otp buat ribet,negative
maksimal mantap,positive
masuk gilirlangsung masuk kembali,negative
bantu enggak ribet pokok banget,negative
saldo atm potong masuk saldo cerita jaring lancar,positive
tolong nama sefriansyah tolong proses transaksi hhabis bom masuk masuk,positive
maaf belum masuk saldo,positive
apknya bagus banget,negative
kesini lemot transfer jgapadahal ewallet kepake saya,negative
ribet seribet ribetnya akun gagal tunggu proses tutup memperibet pengguba,negative
bagaimana aman,neutral
tidak mengupload dokumen kirim gagal tolong tindak lanjut,negative
tidak fungsional,negative
kecewe coba puluh hasil tetap zonk minggu menunggu hasil,positive
mantaaapsemoga sukses,positive
saldo masuk lamaaaaaaaaa sekali uang recomended,positive
saldo tambah topupadmin mohon baik,positive
sudah transfer masuk saldo menambah rugi iniapa duit lu ambil todjgn alas eror,negative
kasih tidak bisa dipakai saldo hilang,negative
jooss,neutral
aplikasi jelek verifikasi lupa pin tindislupa lodingny banget tunggu masuk jarigannya bagus rela beli kecewa degan,negative
tidak uninstal tetap tidak masuk ribet bukti ribet uo gagal mau coba hapus ovo gopay gercep konfirmasi bukti langsung masuk ribet kasih teman kerja teman kampus sekolah dll pakai rugi teman pakai,negative
kendala diapk kasih bintang duluuntuk mohon bantu transaksi tanggal wibmohon ngerefund transaksi terimakasih,positive
smsudsh transfer akun sial setelah danyabuka setiap loging sibuk mohon info tidak pakai,negative
erortop masuk,neutral
aneh tidak tidak transaksi tidak padahala benar sinyal bagus tidak,negative
ampas banget isi ulang saldo masukmasuk komplain tidak kirim,negative
masuk proses tangan buat emosi,positive
ken unduh tidak bisa butuh butuh banget gagal gagal lagi,negative
bagus kasih bintang ganti hpnya makanny,negative
ambyar danaparahsemoga cepat baik,positive
mantap boleh,positive
mantap cuk,positive
harap ganguan mohon informasi,negative
bantu belanja kirim,neutral
mntul,neutral
bagus efektif,positive
jaring buruk,negative
tanggung transaksi laku tanggal keranjang celluler saldo potong transaksi nilai aman akun guna tidak jamin,negative
nn dar ifjfjrj,neutral
tolol banyak pas tidak suruh,negative
bagus pakai tidak ribet bayar,negative
sekarang tidak bayar butuh rumah tangga muncul sistem sibuk lah mosok sistem seng sibuk sampai kalau bayar bayar,negative
kenapa ubah dompet akun saya sudah duwitny sulit,negative
bagus kendala gagal isi ulang saran fitur investasi reksadana fitur investasi emassedia dalam sekianm,negative
tidak kuat handphone kentang masuk tibatiba rekomendasi,negative
halo kunjung guna aktif kecewa jelas menindaklanjuti,negative
tipu mungkin yaaq halo tukar pas tarik sandi salahpadahal tanggal lahir gwdana dasar tipu,positive
menunggu barcode qris selesai estimasi berapa minggu bulan,negative
kadang telat masuk saldo,neutral
mudah semoga aplikasih,positive
ngebalas keluh robotnyata urus apa keluhanyajawabanya,negative
trimakasih bantu keluarga,positive
susah banget otp lupa,negative
senang bayar pakai,negative
asa pusing mak sono,negative
pitur bantu keluarga apa,negative
sungguh bantu tentunga mudah pokok suka,positive
saya heran saya etidakk masuk akun nomor telepon aplikasi bilang tidak,negative
mudah transaksibagus saya suka,positive
tidak belum ganti,negative
anjg kirim verifikasi pakai ktp ribet banget asu,negative
keluh sulit ubah akun premiumgagal terusmau makek akun untuk perlu mbayar malespadahal transaksi pakai,positive
derita sayah karena ajar lenyap karena terimakasih baca bantu,negative
ok transfer terima kasih,positive
kenapa kirim tuju saldo belum masuk,positive
transaksi gagal saldo kembali kecewa,positive
mohon transaksi guna bayar admin supa lancar transaksi kakak,positive
transaksi saldo potong begitu cs parahhhh,positive
hati hati,neutral
mantap jadi mudah,positive
betele jadi bosan malas pakai kalau pakai malas pakai paypal,negative
pakai wifi koneksi stabil,positive
bantu mentrafer tidak biaya admin,negative
mudah bayar online,positive
tolong nomor servic transaksi tidak terus,negative
hati hati mengunakan saldo suka hilang susah,neutral
jaring downlaporan gagal transaksi masuk dobel tolong usaha konter tekor lambat jaring tidak stabil rawan curi saldo tolong baik,negative
bantu banget terima kasih maaf nnyak pinjam tidak,negative
cukup bantu untuk,negative
tidak transaksi google bishabisanya potong otomatis transaksi otomatis mati potong kembali kembali,positive
engg nomorpakai bareng dengan kalimat nomor masuka pakai,negative
kenap,neutral
sulit foto ktp buram mohon solusibuku nikah,negative
cs respon bgtgue hhabis salah transfer sudah lapor apkemailnyadmin ig juga tetap proses menyesal pakai mending pakai gopay,positive
payah ambil tunggujuga tidak ambil minamal ribu juga ribu menyusahkan pakai tarik saldo kayak susah tunggumenyusahkan harap peribuaikin ribet pakai kalau ambil ribu ribu ambil juga kalauambil menyusahkan,negative
kirim biaya admin,positive
keren banget bantu sekalimasih aplikasi,negative
buah has kasih bintang,neutral
koneksi lambat saya nge lanacar saya tahan jadi,negative
layan buruk mulamengapai verifikasi butuh gagal,negative
praktiss konter,neutral
bagus trimakasih,positive
simpel praktis,positive
enggakkk lancar lagi butuh enggakkk enggakkk nyaman,negative
aplikasi bagus wajib coba,negative
lupa kunci sandi umtuk buka mohon bantu ulang ulang masuk diberiakses mereset kunci sandi terima kasih ganti,positive
dapat cicil ajuin gagal terus sibuk,negative
puas mudah aplikasi manfaat,positive
bagus dana,positive
akun ku masuknomor daftar akun memasuki nomor dana handphone mengecewakandi uang lagih bantu idtetep tidak,negative
tingkat transaksikurangi potong,negative
mantap saya beli pulsa sampai pagi proses mantap bintang,positive
memang mantap,positive
bagus karena judi online,negative
tarik bom duitnyagimana sistem,negative
hasil tidakmasuk,positive
wajah ktp,neutral
tidak uptade,negative
lancar laris,positive
pakai ok banget,positive
tolong cepat loadingnya biar bagus aplikasi,negative
products,neutral
sangat puas mudah transaksi,positive
banget mencet lupa pn muter masuk masuk,negative
baguussss,neutral
gagal gagal,negative
mantabbbbb,neutral
mantanance layan ganggu kasih nasabah kesi transfer tidak menunggu,negative
akun ganti nomor telepon karena nomor hilang susah ampun jelasin susah uninstall,negative
tranx leletapalagi kalau besargak bayang,positive
alhamdulillahm buka terima kasihm,positive
curieenggak tanggung kalau klayeneenggak mengerti bodoh bodohin,negative
gagal dapat lapor kali tetap nihil,negative
kntl babi tidak transfer padahal sudah hasil tapi rektransfer belum masuksaldo saya juga tidak potong plislah,negative
bagus jual beli,negative
kbh,neutral
tolong tingkat aman akun tingkat kena kemarin nyaman pakai terimakasih,positive
tidak tolong bantu kak tidak transfer,negative
saldo potong kuota sampai enggak jelas,negative
tolong dong saldo potong atm baca,neutral
lemot transfer,negative
enak beda kena potong admin,negative
markotop aplikasi,negative
bangsat saya lu sedot babi,negative
mengirim benar,negative
mengunakan masalahaplikasi bagus bantu,negative
aplikasiguna,negative
masuk banget pas tunggu kembali layar utama kayak enggak buka begitu,negative
lanjut proses tuju paham jamin milik tuju afiliasi proses keluh sesuai bijak privasi tiket handphone mohon maaf mohon proses tenang coba menit daftar susah masuk kayak aplikasi ovo kerja,negative
masuk tidak bisatapi kalau install unduh masuk,negative
aloes,neutral
oke mantap,positive
alhamdulilah transaksi lancar cepat masuk,positive
buka transfer selalu lagi banget,negative
lumayan ok,positive
kenapa malah gbsa bukabikin aplikasi batas prngkat pindh,negative
dihp buka sih,neutral
tolong spaylater muncul,negative
saldo nambahanehhhh,positive
mantap bos,positive
dalu mudah,positive
haaa kirim terus beku proses minggu bom kirim tidak ikhlas,positive
akun nanti minggu tidak respon telepon kirim gmail tetap tidak respon ngawur,negative
ampun masak memasuki kartu kartu,negative
kasih thr boleh sudah juta,positive
bagus batu mudah,positive
tidak nang,negative
pas tidak masuk duit lemot,negative
eror saldo hilang,negative
kakak tolong tidak,negative
dana refres banget,positive
bantu cepat transaksi,positive
beli paket saldo potong tapi paket enggak,positive
eror tambah fitur admin fixganti,negative
bagus ken beli google beli ulang ulang tolong baik,negative
sulit cari lupa,negative
tolong dibenahin rewardnya sulit sekakli,negative
enak benar,negative
lumayan boleh,positive
harap semuga sukses,positive
kintal jaring bagus,positive
guna mudah proses cepat,positive
ganggu kirim upahkir ahkir apdette tolong memperbaiki senang,negative
akun primium gagal nih,negative
masuk handphone,neutral
tidak sekarangdan hubung cs responnya lambat,negative
danay,neutral
tranksaksi,neutral
daftar gagal memasuka kode otp padahal telp,negative
permisi susah loadingnya rifesnya sinyal ful cepat ok stabil transaksi lambat ulang ulang,positive
tolong baik,neutral
ok bantu,positive
baguzz,neutral
handphone akun hilang daftar,negative
kirim pending sejamterus seharisekarang sampai minggu gila tidak tolong balikin sudah kena,negative
lemoootttt pol buka lambat banget tidak,negative
ponsel,neutral
membantudan mudah,positive
mandiri tidak masuk sukses pemgirimannya,negative
ok mtp,positive
fungsi nomer sandi masuk benarjelaskan admin,neutral
pakai mudah,positive
salah sulit transaksipembayaran mudah dst blokir,negative
lapor isi ulang tidak ratus gunakeluh,negative
dangat bantu,negative
bagud,neutral
akun cicil,neutral
bagus tabung,positive
kecewa transaksi,positive
baik amanah percaya,positive
markotop mudah transaksi pikir admin,positive
suka nge,positive
isi emoney transaksi hasil saldo emoney tidak tambah sudah minggumesjn periksa begitu lebaran,negative
kasih bintang transfez dollarbiar gampang kerenminat,positive
kompatibel perangkat tapi diinstal enggak bisagimana bossku,neutral
mohon bantu,negative
susah matichat chatnya tidak bisadi tunggu menit trsbsk juga samapokoknyaaneeeh banget,negative
kecewa emoney saldo masuk saldo akun kurang solusi duh,neutral
isi ulang,negative
kasih kakak hehe,positive
ok mudah terima kasih,positive
update susah banget,neutral
tolong akun nomer daftar guna lainitu menarik tidak akun nipu,negative
puasa hari lancar,neutral
terang transaksi hasil masuk rekening,positive
tolol playleternya playleter beli memang bele usah plaer kalau bayar,negative
jiostapi salemot,negative
akun saya barusan beku tolong ditindaklanjutidiproses cepat terima kasih,negative
hebatpakai gaes,negative
banyak pajak,negative
mantap semoga manfaat orang,positive
handphone tidak klik nomorkirim tidak jaring bagus tolong bantu bijak biar konsumen tidak kecewa,negative
mantaaaaap,neutral
bagus kadang loding,positive
aplikasianjing kalah ovospay mobil mencari iklan gagitu iklan sembarang beli hasil goblk banget aplikasi,negative
fleksibel,neutral
tidak kirim cerita,negative
lagi transaksi lagipendingditunggu menit tidak bisatolong baik,negative
kontl hilang unduh simpan hilang rusak,negative
diinstal,neutral
safitur paylaternya,neutral
mntap mudahy,neutral
lupa ribet banget ganti nomor ribet tidak ganti nomor tanya,negative
kecewa danasaldo kirimotomatis tidak temanteman saldo susah melaporkan mana tidak,negative
buruk pleaseee enggak usah unduh sesal tidak bisa transfer coba tolak enggak solusi kecewa banget,negative
kirim sama hasil saldo saya potong tapi tidak masuk nomor tuju saya lihat tulis transaksi sedang brlangsung tunggu saya masuk detik otomatis panggil putus parah kah layan,negative
harap hapus iklan muncul mengangu,negative
lemot banget ganggu njs kesini menyesal pakai tidak bisa buruburu mah potong njs banget,negative
handphone ku,neutral
simpel bayar,positive
membantuterimakasih,neutral
alah eek saya lupa ribet pakai ana enggak jelas memang gaguna,negative
ganti handphonesudah terdaftarkarena handphone hilang,negative
eza,neutral
akundana sayaatas aprianto dihack lainmohon kembali akun milik karena milik asli taftar ulang akun tetap ktp karena akun milik dihackmohon erti,positive
maknyuoss,neutral
susah eror aplikasiny email banget lagibaru kocak,negative
tokap potong,negative
gagal kondisi ktp bagus foto selfie bagus informasi dukung bagus gagal hahaha cs meminta gagal tunggu sudah tidak bisa csnya,negative
nyaman pakay,positive
payahtransaksi gagal saldo terpotongdah minggu lebihgk respon,neutral
edit abang bagus bang,negative
isi saldo sampai masuk,negative
fitur aman fitur skor percaya tipu deteksi guna tambah info akun tambah fitur ingat tindak tipu kirim terima milik skor kredit turun minggu tambah fitur countdown lindung kirim saldo atur batal jaga jaga tipu tambah fitur lapor polisi,positive
masuk dalam akun gimana katna langsung masuk akun,positive
anjeng fitur pas fitur pulsa tidak ancok,negative
lumayan batu,negative
berpataun pakai belum pelerer,neutral
kacau banget pas buka suruh lemot banget internet saya kencang juga failed,negative
tidak buka saya kasih bintang,negative
memduwat mantap,positive
sebaiknaya fitur vidio upreg poto ktp tidak paya,negative
tidak bisa ganti ayo kayak,negative
guna banget dengan appk kami dengan mudah praktis pungut biaya admin terima kasih dana,positive
susah tolong baik tidak lemotdi tidak jls,negative
kecewa bangeut pakai nyaman kecewa kecewa,positive
kerja bagus,negative
temu kendala pindah saldo hilang nol cek hubung,negative
nyaman pakai semenjak saldo kerkurang kocak memangunduh takut saldo kurang tidak oerkurang cuman ribu perak mah juta,negative
kalih,neutral
layan sangat,negative
sistem sibuk saldo tarik tidak beli pulsa tidak bos kalau tidak pakai tidak tarik,negative
bantu bagus suka,negative
isi saldo masuk situ masuk belum masuk,negative
buruk buruk lambat buka isi pulsa sampai menit tidak bisa buka jaring bagus isi pulsa tidak bisa buka tolong baik buruk,negative
aneh,neutral
keren admin,neutral
jelek lemot bulan transaksi batas,negative
tidak konsisten kasih setengahsetengah urkkk,negative
